journal_name,JCR_abbreviation,ISSN,eISSN,2021_JIF,JIF_quartile,pct_OA_gold,total_articles,subfield
Ethics and Information Technology,ETHICS INF TECHNOL,1388-1957,1572-8439,3.633,Q2,51.66%,57,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,CANCER BIOTHER RADIO,1084-9785,1557-8852,3.632,Q2,3.71%,99,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
BRITISH JOURNAL OF RADIOLOGY,BRIT J RADIOL,0007-1285,1748-880X,3.629,Q2,12.66%,298,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,1872-7166,3.601,Q1,1.41%,459,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,0378-4754,1872-7166,3.601,Q1,1.41%,459,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Profesional de la Informacion,PROF INFORM,1386-6710,1699-2407,3.596,Q2,0.24%,101,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
JOURNAL OF BIOMEDICAL OPTICS,J BIOMED OPT,1083-3668,1560-2281,3.582,Q2,98.95%,141,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Memetic Computing,MEMET COMPUT,1865-9284,1865-9292,3.577,Q2,4.82%,31,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,INT J ADV MANUF TECH,0268-3768,1433-3015,3.563,Q2,8.87%,"1,801",AUTOMATION & CONTROL SYSTEMS - SCIE
Biomedical Optics Express,BIOMED OPT EXPRESS,2156-7085,N/A,3.562,Q2,100%,517,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Proceedings of the VLDB Endowment,PROC VLDB ENDOW,2150-8097,2150-8097,3.557,Q2,0%,266,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Proceedings of the VLDB Endowment,PROC VLDB ENDOW,2150-8097,2150-8097,3.557,Q2,0%,266,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Health Information and Libraries Journal,HEALTH INFO LIBR J,1471-1834,1471-1842,3.55,Q2,12.70%,39,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
DENTOMAXILLOFACIAL RADIOLOGY,DENTOMAXILLOFAC RAD,0250-832X,1476-542X,3.525,Q2,7.11%,74,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
TSINGHUA SCIENCE AND TECHNOLOGY,TSINGHUA SCI TECHNOL,1007-0214,1878-7606,3.515,Q2,100%,76,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
TSINGHUA SCIENCE AND TECHNOLOGY,TSINGHUA SCI TECHNOL,1007-0214,1878-7606,3.515,Q2,100%,76,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,0164-1212,1873-1228,3.514,Q2,12.93%,214,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,0164-1212,1873-1228,3.514,Q2,12.93%,214,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1793-6845,3.508,Q2,2.29%,56,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1793-6845,3.508,Q2,2.29%,56,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,INT J INF TECH DECIS,0219-6220,1793-6845,3.508,Q2,2.29%,56,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,1872-9436,3.503,Q2,1.44%,576,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,0141-9331,1872-9436,3.503,Q2,1.44%,576,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Frontiers in Neurorobotics,FRONT NEUROROBOTICS,1662-5218,1662-5218,3.493,Q2,99.49%,172,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Frontiers in Neurorobotics,FRONT NEUROROBOTICS,1662-5218,1662-5218,3.493,Q2,99.49%,172,ROBOTICS - SCIE
Interdisciplinary Sciences-Computational Life Sciences,INTERDISCIP SCI,1913-2751,1867-1462,3.492,Q2,3.30%,83,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1941-0166,3.491,Q2,0%,44,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1941-0166,3.491,Q2,0%,44,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1941-0166,3.491,Q2,0%,44,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
IEEE MULTIMEDIA,IEEE MULTIMEDIA,1070-986X,1941-0166,3.491,Q2,0%,44,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
MOLECULAR IMAGING AND BIOLOGY,MOL IMAGING BIOL,1536-1632,1860-2002,3.488,Q2,25.99%,97,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Peer-to-Peer Networking and Applications,PEER PEER NETW APPL,1936-6442,1936-6450,3.488,Q2,3.15%,218,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
IEEE Access,IEEE ACCESS,2169-3536,2169-3536,3.476,Q2,99.52%,"12,035","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Journal of Global Information Management,J GLOB INF MANAG,1062-7375,1533-7995,3.474,Q2,73.50%,112,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
Journal of Global Information Technology Management,J GLOB INF TECH MAN,1097-198X,2333-6846,3.444,Q2,2.63%,10,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,FOUND COMPUT MATH,1615-3375,1615-3383,3.439,Q2,39.75%,63,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Practical Radiation Oncology,PRACT RADIAT ONCOL,1879-8500,1879-8500,3.439,Q2,7.54%,99,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
EJNMMI Research,EJNMMI RES,2191-219X,2191-219X,3.434,Q2,99.74%,116,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
INFORMATICA,INFORMATICA-LITHUAN,0868-4952,1822-8844,3.429,Q2,79.46%,34,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
International Journal of Computer Assisted Radiology and Surgery,INT J COMPUT ASS RAD,1861-6410,1861-6429,3.421,Q2,27.49%,231,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Journal of Cloud Computing-Advances Systems and Applications,J CLOUD COMPUT-ADV S,N/A,2192-113X,3.418,Q2,100%,52,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,2326-005X,3.401,Q2,75.65%,257,AUTOMATION & CONTROL SYSTEMS - SCIE
INTELLIGENT AUTOMATION AND SOFT COMPUTING,INTELL AUTOM SOFT CO,1079-8587,2326-005X,3.401,Q2,75.65%,257,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
CLINICAL RADIOLOGY,CLIN RADIOL,0009-9260,1365-229X,3.389,Q2,4.08%,195,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Frontiers in Computational Neuroscience,FRONT COMPUT NEUROSC,N/A,1662-5188,3.387,Q2,99.08%,117,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
MECHATRONICS,MECHATRONICS,0957-4158,0957-4158,3.379,Q2,9.76%,108,AUTOMATION & CONTROL SYSTEMS - SCIE
MECHATRONICS,MECHATRONICS,0957-4158,0957-4158,3.379,Q2,9.76%,108,ROBOTICS - SCIE
RADIATION RESEARCH,RADIAT RES,0033-7587,1938-5404,3.372,Q2,0.30%,106,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,INT J ADAPT CONTROL,0890-6327,1099-1115,3.369,Q2,1.03%,138,AUTOMATION & CONTROL SYSTEMS - SCIE
JMIR Serious Games,JMIR SERIOUS GAMES,2291-9279,2291-9279,3.364,Q3,99.54%,84,MEDICAL INFORMATICS - SCIE
INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,INT J RADIAT BIOL,0955-3002,1362-3095,3.352,Q3,13.43%,151,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
ACM Transactions on the Web,ACM T WEB,1559-1131,1559-114X,3.35,Q2,0%,19,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
ACM Transactions on the Web,ACM T WEB,1559-1131,1559-114X,3.35,Q2,0%,19,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Diagnostic and Interventional Radiology,DIAGN INTERV RADIOL,N/A,1305-3612,3.346,Q3,0%,107,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
BMC BIOINFORMATICS,BMC BIOINFORMATICS,1471-2105,1471-2105,3.327,Q2,99.68%,582,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
BEHAVIOUR & INFORMATION TECHNOLOGY,BEHAV INFORM TECHNOL,0144-929X,1362-3001,3.32,Q2,8.71%,175,"COMPUTER SCIENCE, CYBERNETICS - SCIE"
JOURNAL OF COMPUTER INFORMATION SYSTEMS,J COMPUT INFORM SYST,0887-4417,2380-2057,3.317,Q3,1.61%,104,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
BMC Medical Informatics and Decision Making,BMC MED INFORM DECIS,N/A,1472-6947,3.298,Q3,99.49%,346,MEDICAL INFORMATICS - SCIE
International Journal of Bio-Inspired Computation,INT J BIO-INSPIR COM,1758-0366,1758-0374,3.295,Q2,0%,50,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
International Journal of Bio-Inspired Computation,INT J BIO-INSPIR COM,1758-0366,1758-0374,3.295,Q2,0%,50,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
INFORMS JOURNAL ON COMPUTING,INFORMS J COMPUT,1091-9856,1526-5528,3.288,Q3,0%,174,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
NEURAL COMPUTATION,NEURAL COMPUT,0899-7667,1530-888X,3.278,Q3,5.20%,109,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Journal of the Association for Information Science and Technology,J ASSOC INF SCI TECH,2330-1635,2330-1643,3.275,Q2,19.47%,121,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Journal of the Association for Information Science and Technology,J ASSOC INF SCI TECH,2330-1635,2330-1643,3.275,Q2,19.47%,121,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
AUTONOMOUS ROBOTS,AUTON ROBOT,0929-5593,1573-7527,3.255,Q3,21%,69,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
AUTONOMOUS ROBOTS,AUTON ROBOT,0929-5593,1573-7527,3.255,Q3,21%,69,ROBOTICS - SCIE
COMPUTER SPEECH AND LANGUAGE,COMPUT SPEECH LANG,0885-2308,1095-8363,3.252,Q3,9.62%,117,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Molecular Imaging,MOL IMAGING,N/A,1536-0121,3.25,Q3,98.18%,12,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
JMIR Medical Informatics,JMIR MED INF,N/A,2291-9694,3.228,Q3,100%,248,MEDICAL INFORMATICS - SCIE
LIBRARY & INFORMATION SCIENCE RESEARCH,LIBR INFORM SCI RES,0740-8188,1873-1848,3.209,Q2,8%,28,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,0038-0644,1097-024X,3.2,Q2,7.12%,102,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
IEEE TRANSACTIONS ON COMPUTERS,IEEE T COMPUT,0018-9340,1557-9956,3.183,Q2,7.16%,168,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
INFORMATION SYSTEMS,INFORM SYST,0306-4379,1873-6076,3.18,Q3,7.90%,127,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Clinical Neuroradiology,CLIN NEURORADIOL,1869-1439,1869-1447,3.156,Q3,27.59%,89,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
MAGNETIC RESONANCE IMAGING,MAGN RESON IMAGING,0730-725X,1873-5894,3.13,Q3,8.66%,217,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,1573-0409,3.129,Q3,12.57%,228,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,J INTELL ROBOT SYST,0921-0296,1573-0409,3.129,Q3,12.57%,228,ROBOTICS - SCIE
Computational Intelligence and Neuroscience,COMPUT INTEL NEUROSC,1687-5265,1687-5273,3.12,Q2,97.97%,474,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
Physica Medica-European Journal of Medical Physics,PHYS MEDICA,1120-1797,1724-191X,3.119,Q3,9.52%,275,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Mathematical Modelling of Natural Phenomena,MATH MODEL NAT PHENO,0973-5348,1760-6101,3.117,Q2,64.41%,56,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
Semantic Web,SEMANT WEB,1570-0844,2210-4968,3.105,Q2,5.97%,39,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Semantic Web,SEMANT WEB,1570-0844,2210-4968,3.105,Q2,5.97%,39,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Semantic Web,SEMANT WEB,1570-0844,2210-4968,3.105,Q2,5.97%,39,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
IEEE Transactions on Haptics,IEEE T HAPTICS,1939-1412,2329-4051,3.105,Q2,9.44%,89,"COMPUTER SCIENCE, CYBERNETICS - SCIE"
IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,1540-7993,1558-4046,3.105,Q2,10.53%,64,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
IEEE SECURITY & PRIVACY,IEEE SECUR PRIV,1540-7993,1558-4046,3.105,Q2,10.53%,64,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
ISPRS International Journal of Geo-Information,ISPRS INT J GEO-INF,N/A,2220-9964,3.099,Q3,96.73%,803,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Informatics for Health & Social Care,INFORM HEALTH SOC CA,1753-8157,1753-8165,3.082,Q3,11.86%,48,MEDICAL INFORMATICS - SCIE
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,MED BIOL ENG COMPUT,0140-0118,1741-0444,3.079,Q2,8.49%,175,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,MED BIOL ENG COMPUT,0140-0118,1741-0444,3.079,Q2,8.49%,175,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,MED BIOL ENG COMPUT,0140-0118,1741-0444,3.079,Q2,8.49%,175,MEDICAL INFORMATICS - SCIE
COMPUTERS & FLUIDS,COMPUT FLUIDS,0045-7930,1879-0747,3.077,Q3,5.31%,271,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,1383-469X,1572-8153,3.077,Q2,5.59%,191,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
MOBILE NETWORKS & APPLICATIONS,MOBILE NETW APPL,1383-469X,1572-8153,3.077,Q2,5.59%,191,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
DISPLAYS,DISPLAYS,0141-9382,1872-7387,3.074,Q2,3.50%,87,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
BIOLOGICAL CYBERNETICS,BIOL CYBERN,0340-1200,1432-0770,3.072,Q3,36.28%,38,"COMPUTER SCIENCE, CYBERNETICS - SCIE"
Advances in Computers,ADV COMPUT,0065-2458,N/A,3.067,Q2,0%,45,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
Advances in Computers,ADV COMPUT,0065-2458,N/A,3.067,Q2,0%,45,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
MATHEMATICAL PROGRAMMING,MATH PROGRAM,0025-5610,1436-4646,3.06,Q2,21.20%,165,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
JOURNAL OF HYDROINFORMATICS,J HYDROINFORM,1464-7141,1465-1734,3.058,Q3,40.23%,95,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
Knowledge Management Research & Practice,KNOWL MAN RES PRACT,1477-8238,1477-8246,3.054,Q2,8.19%,83,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
BIOMETRIKA,BIOMETRIKA,0006-3444,1464-3510,3.028,Q2,5.93%,92,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
Contrast Media & Molecular Imaging,CONTRAST MEDIA MOL I,1555-4309,1555-4317,3.009,Q3,98.66%,105,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
PEDIATRIC RADIOLOGY,PEDIATR RADIOL,0301-0449,1432-1998,3.005,Q3,10.91%,260,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB,1386-145X,1573-1413,3,Q2,4.89%,118,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB,1386-145X,1573-1413,3,Q2,4.89%,118,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
IEEE SOFTWARE,IEEE SOFTWARE,0740-7459,1937-4194,3,Q2,2.16%,71,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Tomography,TOMOGRAPHY,2379-1381,2379-139X,3,Q3,98.77%,72,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
NEURORADIOLOGY,NEURORADIOLOGY,0028-3940,1432-1920,2.995,Q3,20.45%,189,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Journal of Bionic Engineering,J BIONIC ENG,1672-6529,2543-2141,2.995,Q3,15.21%,111,ROBOTICS - SCIE
Bioinspiration & Biomimetics,BIOINSPIR BIOMIM,1748-3182,1748-3190,2.985,Q3,11.02%,144,ROBOTICS - SCIE
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1432-1769,2.983,Q3,10.04%,106,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,1432-1769,2.983,Q3,10.04%,106,"COMPUTER SCIENCE, CYBERNETICS - SCIE"
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE T INFORM THEORY,0018-9448,1557-9654,2.978,Q3,20.16%,477,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,INT J CONTROL AUTOM,1598-6446,2005-4092,2.964,Q2,0%,244,AUTOMATION & CONTROL SYSTEMS - SCIE
COMPUTATIONAL GEOSCIENCES,COMPUTAT GEOSCI,1420-0597,1573-1499,2.948,Q3,23.99%,90,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
NUCLEAR MEDICINE AND BIOLOGY,NUCL MED BIOL,0969-8051,1872-9614,2.947,Q3,13.47%,52,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,J MOL GRAPH MODEL,1093-3263,1873-4243,2.942,Q2,1.81%,247,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
JOURNAL OF MOLECULAR GRAPHICS & MODELLING,J MOL GRAPH MODEL,1093-3263,1873-4243,2.942,Q2,1.81%,247,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
Health Informatics Journal,HEALTH INFORM J,1460-4582,1741-2811,2.934,Q3,58.73%,104,MEDICAL INFORMATICS - SCIE
HEALTH PHYSICS,HEALTH PHYS,0017-9078,1538-5159,2.922,Q3,8.65%,110,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
ONLINE INFORMATION REVIEW,ONLINE INFORM REV,1468-4527,1468-4535,2.901,Q2,1.09%,98,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
ONLINE INFORMATION REVIEW,ONLINE INFORM REV,1468-4527,1468-4535,2.901,Q2,1.09%,98,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,1095-9076,2.887,Q2,0.68%,232,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,1047-3203,1095-9076,2.887,Q2,0.68%,232,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
Abdominal Radiology,ABDOM RADIOL,2366-004X,2366-0058,2.886,Q3,7.24%,392,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
SoftwareX,SOFTWAREX,2352-7110,2352-7110,2.868,Q2,99.54%,158,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
NEUROINFORMATICS,NEUROINFORMATICS,1539-2791,1559-0089,2.864,Q3,35.67%,52,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
Digital Investigation,DIGIT INVEST,1742-2876,1873-202X,2.86,Q3,37.21%,0,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Digital Investigation,DIGIT INVEST,1742-2876,1873-202X,2.86,Q3,37.21%,0,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
ACM Transactions on Reconfigurable Technology and Systems,ACM T RECONFIG TECHN,1936-7406,1936-7414,2.837,Q2,0%,18,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
VISUAL COMPUTER,VISUAL COMPUT,0178-2789,1432-2315,2.835,Q2,7.98%,303,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
IEEE MICRO,IEEE MICRO,0272-1732,1937-4143,2.821,Q2,8.38%,73,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
IEEE MICRO,IEEE MICRO,0272-1732,1937-4143,2.821,Q2,8.38%,73,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE"
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1741-2846,2.82,Q2,10.24%,38,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1741-2846,2.82,Q2,10.24%,38,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1094-3420,1741-2846,2.82,Q2,10.24%,38,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
EXPERT SYSTEMS,EXPERT SYST,0266-4720,1468-0394,2.812,Q2,4.07%,256,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
EXPERT SYSTEMS,EXPERT SYST,0266-4720,1468-0394,2.812,Q2,4.07%,256,"COMPUTER SCIENCE, THEORY & METHODS - SCIE"
Computational and Mathematical Methods in Medicine,COMPUT MATH METHOD M,1748-670X,1748-6718,2.809,Q2,98.46%,354,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE
RESEARCH EVALUATION,RES EVALUAT,0958-2029,1471-5449,2.8,Q2,31.90%,40,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI
Computer Supported Cooperative Work-The Journal of Collaborative Computing and Work Practices,COMPUT SUPP COOP W J,0925-9724,1573-7551,2.8,Q3,41.56%,27,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY,CARDIOVASC INTER RAD,0174-1551,1432-086X,2.797,Q3,18.99%,151,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
BMC MEDICAL IMAGING,BMC MED IMAGING,1471-2342,1471-2342,2.795,Q3,99.76%,183,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"
Astronomy and Computing,ASTRON COMPUT,2213-1337,2213-1345,2.78,Q3,8.21%,52,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE"
APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,0883-9514,1087-6545,2.777,Q3,18.53%,125,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,IEEE T VLSI SYST,1063-8210,1557-9999,2.775,Q3,9.64%,218,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE"
GEOINFORMATICA,GEOINFORMATICA,1384-6175,1573-7624,2.773,Q3,8.18%,35,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
Journal of Web Semantics,J WEB SEMANT,1570-8268,1873-7749,2.77,Q2,15.19%,17,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE"
Journal of Web Semantics,J WEB SEMANT,1570-8268,1873-7749,2.77,Q2,15.19%,17,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE"
